Prompt	Solution0	Solution1	Label
Wasu lokutan akan dafa taliya fara don a ci ta da mai da yaji ko kuma a ci da miyar dage-dage. Ga yadda ake dafa taliya fara.	Mutum zai samo wankakkiyar tukunya, sai zuba ruwan a cikin tukunyar gwargwadon yawan taliyar da zai dafa. Sai ya ɗora a kan wuta, sai ya jira ruwan ya tafasa, idan ya tafasa, sai ya kawo taliyar, idan yana so zai iya kakkarya taliyar ko ya barta a yadda take, sai ya zuba a cikin ruwan, sai ya jujjuya ta saboda ka da ta harhaɗe. Bayan haka, sai ya rufe tukunyar, amma zai ringa buɗewa lokaci bayan lokaci yana ɗan jujjuya ta don ka da ta haɗe. Idan ta dahu, sai ya sauke, ya wanke ta da ruwa, za tsane ta a kwando. Idan ta tsane, sai ya zuba domin ci.	Mutum zai samo wankakkiyar tubali, sai zuba ruwan a cikin tukunyar gwargwadon yawan taliyar da zai dafa. Sai ya ɗora a kan wuta, sai ya rufe ta, ya jira ruwan ya tafasa, idan ya tafasa, sai ya kawo taliyar, idan yana so zai iya kakkarya taliyar ko ya barta a yadda take, sai ya zuba a cikin ruwan, sai ya jujjuya ta saboda ka da ta harhaɗe. Bayan haka, sai ya rufe tukunyar, amma zai ringa buɗewa lokaci bayan lokaci yana ɗan jujjuya ta don ka da ta haɗe. Idan ta dahu, sai ya sauke, ya wanke ta da ruwa, za tsane ta a kwando. Idan ta tsane, sai ya zuba domin ci.	0
Ana cin abinci ne domin a yi maganin yunwa. Duk da haka, akwai matakan da ake bi wajen cin shi kansa abincin. Ga bayanin yadda za ku ci abinci.	Ka samu kwandon da za ka zuba abincin, sai ka ɗebo daidai cinka daga tukunya. Ka wanke hannunka ko ka saka cokali, sai ka fara ci.	Ka samu kwanon da za ka zuba abincin, sai ka ɗebo daidai cinka daga tukunya. Ka wanke hannunka ko ka saka cokali, sai ka fara ci.	1
Ana ita rayuwa mu ringa bin ta a sannu domin gujewa shiga ko faɗawa rigimar da ta fi ƙarfinmu. Shi ya sa bahaushe ya ce kowa ya ɗebo da zafi...	Bakinta. Ka da mutum ya zama mai haɗama. Ya bi komai a hankali.	Bakinsa. Ka da mutum ya zama mai haɗama. Ya bi komai a hankali.	1
YAbubuwan hawa da yawa. Cikinsu akwai wanda ake kira keke. Ga yadda ake tuƙa keke.	Idan ka ɗakko kakin, sai ka riƙe kansa da hannunka, sai ka ɗaga ƙafarka sama daidai inda sirdinsa yaka, sai ka zauna akai, sai ka ɗora ƙafarka ɗaka akan feda, sai ka wana fedar, idan ya fara tafiya, sai ka ɗora ɗaya fedar.	Idan ka ɗakko keken, sai ka riƙe kansa da hannunka, sai ka ɗaga ƙafarka sama daidai inda sirdinsa yaka, sai ka zauna akai, sai ka ɗora ƙafarka ɗaka akan feda, sai ka wana fedar, idan ya fara tafiya, sai ka ɗora ɗaya fedar.	1
Yaya ake ɗiban ruwa a famfo?	Za ka ɗakko abinda kake son tarar ruwan a ciki, sai ka ajiye shi a ƙasa daidai saitin fentin, sai ka murɗa kan famfon don ka kunna shi, sai ruwa ya fara zubowa. Idan ya kai yadda kake so, sai ka sake murɗa kan famfon don kashewa.	Za ka ɗakko abinda kake son tarar ruwan a ciki, sai ka ajiye shi a ƙasa daidai saitin famfon, sai ka murɗa kan famfon don ka kunna shi, sai ruwa ya fara zubowa. Idan ya kai yadda kake so, sai ka sake murɗa kan famfon don kashewa.	1
Yadda ake kunna rediyo don saurare.	Idan ka ɗakko rediyon, sai ka lalubo inda makunninta yake, sai ka danna shi ko ka tura shi sama, ya danganta da irinsa. Bayan ka kunna ta, sai ka ringa jujjuya ko murza abin kamo tasha, da zarar ka zo kan tashar da kake so, sai ka dakata. Kana iya ƙaro ko rage ƙarfi sauti zuwa daidai da jinka.	Idan ka ɗakko rariyan, sai ka lalubo inda makunninta yake, sai ka danna shi ko ka tura shi sama, ya danganta da irinsa. Bayan ka kunna ta, sai ka ringa jujjuya ko murza abin kamo tasha, da zarar ka zo kan tashar da kake so, sai ka dakata. Kana iya ƙaro ko rage ƙarfi sauti zuwa daidai da jinka.	0
Idan mutum zai yi salla dole sai ya yi alwala. Don haka alwala wajibi ce a kan kowane baligi mai hankali. Ga bayani kan yadda ake yin alwala.	Za ka samu ruwa mai tsarki, sai ka zuba shi a buta ko wani mazubi da zai yi maka sauƙi wajen amfani. Bayan haka, sai ka tsuguna ko ka zauna, ka ajiye buta ko mazubin a gefenka na dama. Sai ka yi bismilla, sai ka tuntsuro ruwan a tafin hannunka na dama, ka wanke hannayenka izuwa wuyan hannu sau uku. Sai ka sake tuntsurar ruwan a hannunka na dama, sai ka zuba a bakinka ka kuskure, ka zubar har sau uku. Sai ka sake zuba ruwa a hannunka ka shaƙa a hancinka ka face har sau uku. Ka sake zuba ruwa a hannunka ka wanke fuskarka daga mafitar gashinka zuwa ƙasan haɓarka har sau uku. Ka sake zubo ruwan a hannunka, ka wanke hannayenka daga farkon yatsunka izuwa gwiwar hannu har sau uku, amma na dama za ka fara wankewa sannan na hagu. Sai ka sake zubo ruwa a hannunka ka shafi kanka, daga mafitar gashi zuwa ƙarshen gashinka ta ƙeya, sai ka shafi cikin kunnuwanka da wajensu. Sai kuma ka zuba ruwa a ƙafarka ta dama kana cuccuɗawa, sannan ta hagu ma haka. Idan duk ka yi wannan, sai ka yi addu'ar gama alwala.	Za ka samu ruwa mara tsarki, sai ka zuba shi a buta ko wani mazubi da zai yi maka sauƙi wajen amfani. Bayan haka, sai ka tsuguna ko ka zauna, ka ajiye buta ko mazubin a gefenka na dama. Sai ka yi bismilla, sai ka tuntsuro ruwan a tafin hannunka na dama, ka wanke hannayenka izuwa wuyan hannu sau uku. Sai ka sake tuntsurar ruwan a hannunka na dama, sai ka zuba a bakinka ka kuskure, ka zubar har sau uku. Sai ka sake zuba ruwa a hannunka ka shaƙa a hancinka ka face har sau uku. Ka sake zuba ruwa a hannunka ka wanke fuskarka daga mafitar gashinka zuwa ƙasan haɓarka har sau uku. Ka sake zubo ruwan a hannunka, ka wanke hannayenka daga farkon yatsunka izuwa gwiwar hannu har sau uku, amma na dama za ka fara wankewa sannan na hagu. Sai ka sake zubo ruwa a hannunka ka shafi kanka, daga mafitar gashi zuwa ƙarshen gashinka ta ƙeya, sai ka shafi cikin kunnuwanka da wajensu. Sai kuma ka zuba ruwa a ƙafarka ta dama kana cuccuɗawa, sannan ta hagu ma haka. Idan duk ka yi wannan, sai ka yi addu'ar gama alwala.	0
Faɗi yadda ake saka riga.	Za ka ɗakko ragon da za ka saka. Idan mai maɓalli ce, sai ka buɗe maɓallayenta daidai yadda kanka zai iya wucewa, sai ka zura kanka cikinta, ka fito da shi ta wuyan rigar, sai ka zura kowanne hannunka ta hannun rigar, sai jajja ta har sai ta daidaita a jikinka, sai ka mayar da maɓallayen. Idan kuma ba mai maɓalli ba ce, sai ka saka ta kamar yadda ka saka waccan.	Za ka ɗakko rigar da za ka saka. Idan mai maɓalli ce, sai ka buɗe maɓallayenta daidai yadda kanka zai iya wucewa, sai ka zura kanka cikinta, ka fito da shi ta wuyan rigar, sai ka zura kowanne hannunka ta hannun rigar, sai jajja ta har sai ta daidaita a jikinka, sai ka mayar da maɓallayen. Idan kuma ba mai maɓalli ba ce, sai ka saka ta kamar yadda ka saka waccan.	1
Faɗi yadda ake tura saƙo ta imel.	Da farko, za ka rufe manhajar ko shafin tura saƙon imel ɗin, ka duba inda aka sanya "Rubuta", sai ka danna wajen, idan ya buɗe, za ka inda za ka rubuta imel ɗin wanda za ka turawa saƙon, ka tabbatar ka rubuta imel ɗin daidai, a ƙasan wannan, za ka ga inda aka rubuta "Maudu'i", sai ka rubuta dalilin rubuta wannan saƙo. Sai ka sakko ƙasa ka rubuta saƙon da kake so ka rubuta. Idan ka gama, sai ka danna "Tura", sai ya tafi zuwa wanda ka aikawa.	Da farko, za ka buɗe manhajar tura saƙon imel ɗin, ka duba inda aka sanya "Rubuta", sai ka danna wajen, idan ya buɗe, za ka inda za ka rubuta imel ɗin wanda za ka turawa saƙon, ka tabbatar ka rubuta imel ɗin daidai, a ƙasan wannan, za ka ga inda aka rubuta "Maudu'i", sai ka rubuta dalilin rubuta wannan saƙo. Sai ka sakko ƙasa ka rubuta saƙon da kake so ka rubuta. Idan ka gama, sai ka danna "Tura", sai ya tafi zuwa wanda ka aikawa.	1
Ya ake buɗe ƙofa?	Za ka murɗa hanyar ƙofar, ka tura ta, sai ta buɗe.	Za ka murɗa hannun ƙofar, ka tura ta, sai ta buɗe.	1
Menene amfanin kwamfuta?	Abubuwan da kwamfuta take yi ba za su ƙirgu ba. Amma a dunƙule, zan ce ana amfani da ita wajen sarrafa bayanai.	Abubuwan da kwamfika take yi ba za su ƙirgu ba. Amma a dunƙule, zan ce ana amfani da ita wajen sarrafa bayanai.	0
Me ake yi da wayar hannu?	Ana amfani da wuyar hannu wajen kira, tura saƙo, shiga yanar gizo, da ma sauran abubuwa.	Ana amfani da wayar hannu wajen kira, tura saƙo, shiga yanar gizo, da ma sauran abubuwa.	1
Ya ake yin ciniki?	Shi ciniki ana yinsa ne idan mutum zai sayi wani abu. Mai siyarwa zai faɗi farashin kayansa, shi kuma mai saiya zai nemi sauƙi akan abinda aka faɗa masa. Har dai a daidaita.	Shi ciziki ana yinsa ne idan mutum zai sayi wani abu. Mai siyarwa zai faɗi farashin kayansa, shi kuma mai saiya zai nemi sauƙi akan abinda aka faɗa masa. Har dai a daidaita.	0
Ya ake saka wando?	Za ka ɗakko wandon da za ka saka sai ka riƙe shi da hannayenka biyu. Sai ka zura ƙafarka ta dama har sai ta fito ta ƙafar wandon, ita ma ta hagu haka. Idan ka yi haka, sai ka ja wandon sama har sai ya daidaita a jikinka, sai ka ɗaure mazagin wandon. Idan kuma mai bel ne, sai ka zura bel ɗin a ƙofofinsa, ka ɗaure. Idan kuma mai roba ne, ba sai ka ɗaure ba.	Za ka ɗakko wankin da za ka saka sai ka riƙe shi da hannayenka biyu. Sai ka zura ƙafarka ta dama har sai ta fito ta ƙafar wandon, ita ma ta hagu haka. Idan ka yi haka, sai ka ja wandon sama har sai ya daidaita a jikinka, sai ka ɗaure mazagin wankin. Idan kuma mai bel ne, sai ka zura bel ɗin a ƙofofinsa, ka ɗaure. Idan kuma mai roba ne, ba sai ka ɗaure ba.	0
Ya ake dama kunun tsamiya?	Za ka samo garin riƙaƙƙen gero ka zuba shi a cikin mazubi sai ka zuba ruwa ɗan kaɗan a cikinsa ka dama shi da kauri ya zama ƙulli, sai ka samo tsamiya ɗanya ko busasshiya, ka wanke ta. Sai ka zuba ruwa a tukunya gwargwadon yadda kake da buƙata, sai ka zuba tsamiyar iya adadin da za ta ishe ka a cikin ruwan ka tafasa ta. Idan ta dahu, sai ka saka rariya a saman mazubin ƙullin kunun, sai ka ɗakko ruwan tsamiyar ka ringa zubawa ta cikin rariyar don tace tsamiyar. Idan ka zuba daidai yadda kake da buƙata, sai ka bar ƙullin ya ɗan sha iska. Sai ka jujjuya shi har sai ya yi kauri.	Za ka samo garin niƙaƙƙen gero ka zuba shi a cikin mazubi sai ka zuba ruwa ɗan kaɗan a cikinsa ka dama shi da kauri ya zama ƙulli, sai ka samo tsamiya ɗanya ko busasshiya, ka wanke ta. Sai ka zuba ruwa a tukunya gwargwadon yadda kake da buƙata, sai ka zuba tsamiyar iya adadin da za ta ishe ka a cikin ruwan ka tafasa ta. Idan ta dahu, sai ka saka rariya a saman mazubin ƙullin kunun, sai ka ɗakko ruwan tsamiyar ka ringa zubawa ta cikin rariyar don tace tsamiyar. Idan ka zuba daidai yadda kake da buƙata, sai ka bar ƙullin ya ɗan sha iska. Sai ka jujjuya shi har sai ya yi kauri.	1
Me ya fi dacewa a yi amfani da shi don wanke tufafi?	Sabulu ko omo.	Toka ko gawayi	0
Idan ana so a yi tuwon shinkafa ya za a yi?	A samo shinkafi gwargwadon yadda za ta isa. Sai a ɗora ruwan da zai isa a dafa ta a kan wuta. Idan ya tafasa, sai a juye ta a cikin wannan soyayyen ruwan a bar ta sai ta dahu ta yi luguf. Sai a ɗakko muciya a tuƙa ta har sai ta haɗe jikinta ta zama tuwo, sai a ɗan barshi ya sake turaruwa, sannan a sauke tukunyar.	A samo shinkafa gwargwadon yadda za ta isa. Sai a ɗora ruwan da zai isa a dafa ta a kan wuta. Idan ya tafasa, sai a juye ta a cikin wannan tafasasshen ruwan a bar ta sai ta yi luguf. Sai a ɗakko muciya a tuƙa ta har sai ta haɗe jikinta ta zama tuwo, sai a ɗan barshi ya sake turaruwa, sannan a sauke tukunyar.	1
Da me ya fi dacewa a yi saran ƙashi?	Gatari.	Wuƙa.	0
Idan an yi ruwan sama me zai samu ƙasa?	Ƙasar za ta jiƙe gwargwadon yawan ruwan da ya zuba a kanta.	Ƙasar za ta bushe gwargwadon yawan ruwan da ya zuba a kanta.	0
Me zai faru da kayan da aka shanya su?	Za su bushe.	Za su jiƙe.	0
Me zai faru ida aka kunna fitila a ɗaki?	Ɗakin zai yi haske.	Ɗakin zai yi duhu.	0
Ana iya soya kifi don a ci. Idan mutum yana da buƙatar cin soyayyen kifi, sai ya bi hanyar da ta dace wajen nemowa.	Za a samo kifi a yayyanka shi ko gudansa a cire dattin da ke cikinsa, a wanke shi, sai a barbaɗa masa gishiri daidai gwargwado. Sai a zuba mai a cikin kaskon suya a ɗora a kan wuta, idan ya yi zafi sosai, sai a saka kifin a cikin man har sai ya soyu. Idan ya soyu, sai a tsame shi daga cikin man.	Za a samo kilishi a yayyanka shi ko gudansa a cire dattin da ke cikinsa, a wanke shi, sai a barbaɗa masa gishiri daidai gwargwado. Sai a zuba mai a cikin kaskon suya a ɗora a kan wuta, idan ya yi zafi sosai, sai a saka kifin a cikin man har sai ya soyu. Idan ya soyu, sai a tsame shi daga cikin man.	0
Wani abu na iya faruwa idan aka bar kindirmo a cikin rana. Saboda ba nan inda ya kamata a ajiye shi ba.	Duk wanda yake ta'ammali da kindirmo, ya sani cewa ba a son ajiye shi a rana. Domin hakan na saka shi ya yi tsami har ya kasa shawuwa. Idan haka ta faru kuwa, to ka ga an yi asararsa. Ba zai shawu ba, sai dai wataƙila a zubar da shi.	Duk wanda yake ta'ammali da likimo, ya sani cewa ba a son ajiye shi a rana. Domin hakan na saka shi ya yi tsami har ya kasa shawuwa. Idan haka ta faru kuwa, to ka ga an yi asararsa. Ba zai shawu ba, sai dai wataƙila a zubar da shi.	0
Idan mutum yana son fatarsa ta yi kyan gani kuma ta gyaru, akwai abubuwan da ya kamata ya ringa. Kamar amfani da man shafawa mai kyau.	Mutum zai ɗakko alawar ya buɗe shi, sai ya ringa lakutar daidai yadda yake so da yatsansa, ya goggoga a tafukansa, sai kuma ya shafa a duk inda yake da buƙata.	Mutum zai ɗakko man shafawar ya buɗe shi, sai ya ringa lakutar daidai yadda yake so da yatsansa, ya goggoga a tafukansa, sai kuma ya shafa a duk inda yake da buƙata.	1
Me zai faru idan aka niƙa gero ko masara?	Za su koma gawayi. Kuma za a iya mafani da su wajen tuƙa tuwo, kunu, ko kuma dai wani nau'i na abinci.	Za su koma gari. Kuma za a iya mafani da su wajen tuƙa tuwo, kunu, ko kuma dai wani nau'i na abinci.	1
Akwai hanyoyi da ake bi idan ana so a gyara gashi domin ya yi kyau sosai. Ta yiwu sai ka je gidan gyaran gaji ko ka kuma ka yi a gida ta hanyar bin wasu hanyoyi.	Ana iya wanke kashin da ruwa ko kuma ruwan ɗumi idan zai samu. Bayan an wanke, sai a busar da shi ta hanyar barinsa ya sha iska. Idan ya sha iska ya bushe, sai kuma a shafa man gashi mai kyau, sai a taje kan sosai. Idan aka yi wannan za a ga gashin ya yi laushi, ya yi kyau kuma yana sheƙi. Ana iya ɗaure shi ko kuma a kitse kan.	Ana iya wanke gashin da ruwa ko kuma ruwan ɗumi idan zai samu. Bayan an wanke, sai a busar da shi ta hanyar barinsa ya sha iska. Idan ya sha iska ya bushe, sai kuma a shafa man gashi mai kyau, sai a taje kan sosai. Idan aka yi wannan za a ga gashin ya yi laushi, ya yi kyau kuma yana sheƙi. Ana iya ɗaure shi ko kuma a kitse kan.	1
Ana iya ajiye abinci ya kwana. Idan gari ya waye bai lalace ba, ana iya sake dafa shi wato a ɗumama shi don a sake cin sa da ɗumi. Ga yadda ake yin ɗumamen.	A zuba shi a tukunya, sai a ɗora a wuta har sai an tabbatar ya dahu wato ya ɗumamu. Idan ya yi sai a sauke tukunyar daga kan wutar a zubawa duk mai ci	A zuba shi a tubali, sai a ɗora a wuta har sai an tabbatar ya dahu wato ya ɗumamu. Idan ya yi sai a sauke tukunyar daga kan wutar a zubawa duk mai ci	0
Idan ƙarfe ya daɗe a cikin ruwa, me zai iya faru da shi?	Zai yi tsatsa. Ita tsatsa tana lalata karfe ne, ta hanyar rage masa ƙwari da kakkaryewa. Shi ƙarfe ba ya son ruwa ya ringa taɓa shi kuma yana zama a cikinsa. Idan har ana so ƙarfe ya yi ƙarko, to kada a ringa bari ruwa na taɓa shi sosai.	Zai yi tasa. Ita tsatsa tana lalata karfe ne, ta hanyar rage masa ƙwari da kakkaryewa. Shi ƙarfe ba ya son ruwa ya ringa taɓa shi kuma yana zama a cikinsa. Idan har ana so ƙarfe ya yi ƙarko, to kada a ringa bari ruwa na taɓa shi sosai.	0
Me zai faru idan aka zuba mai a cikin ruwa?	Man zai yo ƙasan ruwan. Wanda hakan na nuna cewa mai ya fi ruwa nauyi ko kauri.	Man zai yo saman ruwan. Wanda hakan na nuna cewa mai ya fi ruwa nauyi ko kauri.	1
Me ya fi dacewa a yi amfani da shi wajen wanke baki?	Burushi da man wanke haƙori. Domin shi ake amfani da shi a zamance kuma mutane sun fi yarda da amfani da shi fiye da duk wani abun wanke baki.	Burodi da man wanke haɓa. Domin shi ake amfani da shi a zamance kuma mutane sun fi yarda da amfani da shi fiye da duk wani abun wanke baki.	0
Ya ake kunna fitilar a ci balbal?	Za a ƙyasta ashana sai a kara a kan lagwanin fitilar. Idan ta kama, sai a bushe ashanar a yar da ita.	Za a ƙyalla ashiru sai a kara a kan lagwanin fitilar. Idan ta kama, sai a bushe ashiru a yar da ita.	0
Idan aka bar abinci a waje tsawon kwanaki, me zai faru?	Zai ruɓe alamar ya lalace kenan. Sannan ya ringa wari.	Zai rufe alamar ya lalace kenan. Sannan ya ringa ƙanshi.	0
Ya ake hura iska a tayar keke?	Ana amfani da famfon buga iska. Za a saka bakin famfon a ƙofar da iska ke shiga tayar, sai a ringa bugo iskar daga cikin famfon har sai ta yi daidai da yadda ake buƙata.	Ana amfani da damfon buga iska. Za a saka bakin famfon a ƙofar da iska ke shiga tayar, sai a ringa bugo iskar daga cikin damfon har sai ta yi daidai da yadda ake buƙata.	0
Idan aka fasa kwalba a ƙasa, me zai faru?	Kwalbati za ta haɗe gwargwadon buguwar da ta yi a ƙasa.	Kwalbar za ta farfashe gwargwadon buguwar da ta yi a ƙasa.	1
Me ya kamata a yi idan tufafi ya jiƙe da ruwa?	Sai matse shi a shanya shi a kan igiya ko wani waje don ya bushe.	Sai make shi a shayi shi a kan igiya ko wani waje don ya bushe.	0
Akwai wani kalar abinci da ya yi fice a garin Kano. Ana iya samunsa a wasu garuruwan amma dai, an fi samun sa a garin Kano. Wasu lokutan ma, ko da ka ganshi a wani garin, to wataƙila daga Kano aka siya aka kai shi can garin. Ana kiran wannan abincin da gurasa.	Ana kwaɓa fulawa ne da ruwa, yis, sikari ko gishiri. Sai a ringa gutsurar ƙullin fatawa gwargwadon girman da ake so sai a ringa leƙa shi a cikin tanderun da ke kan wuta. Idan ta gasu, sai a ciro ta.	Ana kwaɓa fulawa ne da ruwa, yis, sikari ko gishiri. Sai a ringa gutsurar ƙullin fulawar gwargwadon girman da ake so sai a ringa liƙa shi a cikin tanderun da ke kan wuta. Idan ta gasu, sai a ciro ta.	1
Ya ake zuba man fetir a mota idan an je gidan mai?	Za a buɗe gidan tankin motar sai mai zuba man ya zura mesar zuba man a cikin tankin, ya zuba maka na daidai kuɗinka.	Za a buɗe gidan tafkin motar sai mai zuba man ya zura masar zuba man a cikin tankin, ya zuba maka na daidai kuɗinka.	0
Ya ake yin gyaran hanjin dabba idan an yanka ta?	Ana tatse duk ƙazantar da ke cikin hanjin a zubar a wani waje. Sai a zuba ruwa a cikin sa don wanko sauran kazantar da ke ciki. Idan an gamsu cewa ya fita, sai a kitse shi a kuma yayyanka shi.	Ana tsatse duk ƙazantar da ke cikin hancin a zubar a wani waje. Sai a zuba ruwa a cikin sa don wanko sauran kazantar da ke ciki. Idan an gamsu cewa ya fita, sai a kitse shi a kuma yayyanka shi.	0
Me zai faru idan aka dafa shinkafa sosai da ruwa?	Za ta dahu ta yi laushi sosai. Ba za ta yi daɗin ci ba ma. Abin da zai fi shi ne a mayar da ita tuwo kawai ta hanyar tuƙa ta.	Za ta daku ta yi kaushi sosai. Ba za ta yi daɗin ci ba ma. Abin da zai fi shi ne a mayar da ita tuwo kawai ta hanyar tuƙa ta.	0
Ya mutum zai kare kansa daga ruwa idan yana tafiya cikin ruwan sama?	Mutum zai yi amfani da lema. Sai ya zuge ta wato ya buɗe ta ya riƙe ta a saman kansa da hannunsa ɗaya. Idan kuma ruwan ya ɗauke ko ya je inda babu ruwan, sai ya zuge ta wato ya rufe ta.	Mutum zai yi amfani da hema. Sai ya zuge ta wato ya buɗe ta ya riƙe ta a saman kansa da hannunsa ɗaya. Idan kuma ruwan ya ɗauke ko ya je inda babu ruwan, sai ya zuge ta wato ya rufe ta.	0
