PROMPT	SOLUTION0	SOLUTION1	LABEL
Ọ bụrụ na mmadụ chọrọ isi ji na mmanụ, otu n’ime ndịa ka o kwesiri ibu ụzọ wee mẹ:	mmadụ chọrọ ịhụ ji n’ọkụ kwesiri ị wete ji, bechasia azụ ya, wunye ya n’ime ite, gbanye mmiri n’ime ya, wee sikwasi ya n’ọkụ. Mmiri ọkụ dị n’ime ji ahụ sụba, o kwesiri i butu ite n’ọkụ, wee wụpụ mmiri ya. 	mmadụ chọrọ ịhụ ji n’ọkụ kwesiri ị wete ji, bechasia azụ ya, wunye ya n’ime ite, gbanye mmanụ n’ime ya, wee sikwasi ya n’ọkụ. Mmiri ọkụ dị n’ime ji ahụ sụba, o kwesiri i butu ite n’ọkụ, wee wụpụ mmiri ya. 	
Gwam usoro a na-eji ẹmẹ garri, ma ọ bụrụ na mmadụ chọrọ iji ya rie ofe	O ga eburu ụzọ sinye mmiri n’ọkụ. Mmiri ahụ sụọ, o butuo ya, wee gbanye mmiri ahụ n’ime efere. Ihe ọzọ ọ ga ẹmẹ bụ ị wunye garri n’ime aja ọkụ sụrụ asụ, wee ngwa ntụgharị wee na-atụgharị ya, ka o wee bịakọta ọnụ ọfụma.	O ga eburu ụzọ sinye mmiri n’ọkụ. Mmiri ahụ sụọ, o butuo ya, wee gbanye mmiri ahụ n’ime efere. Ihe ọzọ ọ ga ẹmẹ bụ iwunye garri n’ime mmiri ọkụ sụrụ asụ, wee ngwa ntụgharị wee na-atụgharị ya, ka o wee bịakọta ọnụ ọfụma.	
Otu ihe nri ndị Igbo na-eri na-egosipụta ịhẹ ndịa: 	Otu ịhẹ nri ndị Igbo na-egosiputa omenala na mmẹmmẹ ndị Igbo	Otu ịhẹ nri ndị Igbo na-egosiputa omenala anụ ọhịa na akwụkwọ nrị ndị Igbo	1
Ịkpọ egwu ndị Igbo n’oge mmẹmmẹ na abawanye ihe ndia:	Ịkpọ egwu ndị Igbo n’oge mmẹmmẹ na abawanye mmẹkọrịta mmadụ n’ibe ya	Ịkpọ egwu ndị Igbo n’oge mmẹmmẹ na abawanye itufu ndụ mmadu n’ibe ya	1
A bịa na onye chọrọ ịrụ ụlọ ya, otu n’ime ihe ndịa bu ngwa ọrụ a ga-ejinwu:	ngwa ọrụ onye chọrọ ịrụ ụlọ ga-ejinwu wee rụọ ụlọ ya bụ osisi, igwe, na aja	ngwa ọrụ onye chọrọ ịrụ ụlọ ga-ejinwu wee rụọ ụlọ ya bụ ẹkwẹnti, igwe, na aja	1
Ọ bụrụ na ị bụ onye nkuzi, kẹdụ otu ị kwesiri isi na-akuzi ụmụ akwụkwọ gị?	Ọ bụrụ na m bụ onye nkuzi, a ga m ejiri iwe a akuziri ụmụakwụkwọ m akwụkwọ 	Ọ bụrụ na m bụ onye nkuzi, a ga m ejiri obi ọma akuziri ụmụakwụkwọ m akwụkwọ	1
Nye otu ndụmọdụ gbasara onye chọrọ ịga ụlọ akwụkwọ mahadum	otu ndụmọdụ m ga ẹnyẹ onye a bụ ka ọ na-agụsị akwụkwọ ya ike maka ule ya	otu ndụmọdụ m ga ẹnyẹ onye a bụ ka ọ ghara ị na-agụsị akwụkwọ ya ike maka ule ya	0
N’ime ụlọ akwụkwọ, gwam otu ẹbẹ ụmụ akwụkwọ na anọ egwuri egwu	N’ime ụlọ akwụkwọ, otu ẹbẹ ụmụ akwụkwọ na anọ egwuri egwu bụ n'ama egwuregwu	N’ime ụlọ akwụkwọ, otu ẹbẹ ụmụ akwụkwọ na anọ egwuri egwu bụ n’ụlọ ẹkpẹrẹ 	0
 A bịa n’ala Igbo, otu uru ịkọ akụkọ ifo na abara onye ọbụla n’obodo bụ nke a	Otu uru dị mkpa akụkọ ifo na abara onye ọbụla bụ na ọ na-emẹ ka ụmụaka mụta ezigbo agwa ga ẹnyẹre ha aka na ndụ	Otu uru dị mkpa akụkọ ifo na abara onye ọbụla bụ na ọ ẹmẹ ka ụmụaka mụta ajọ agwa ga ẹnyẹre ha aka na ndụ	
A bịa na ihe gbasara teknụzụ, kẹdụ otu uru ẹkwẹnti bara na ndụ ndị mmadu?	Ekwenti bara uru n’ihi na ọ na enyere mmadụ n’ibe aka ịkparịta ụka ngwa ngwa	Ekwenti bara uru n’ihi na ọ na enyere mmadụ n’ibe aka igwurite egwu ngwa ngwa	0
A bịa n’ebe onye kpatara ezigbo akụ, kẹdụ ihe ziri ezi o kwesiri iji ego ya mee maka ọdịnịhụ?	Onye kpatara akụ ziri ezi kwesiri iji ego ya wee ghote ala dị iche, nke ga-abanwanye akụ ya n’ọdịnịhu	Onye kpatara akụ ziri ezi kwesiri iji ego ya wee ghote nzuzu dị iche, nke ga abanwanye akụ ya n’ọdịnịhu	0
Anyị ma na ilu bụ mmanụ ndị Igbo ji eri okwu. N’ụzọ a, ndị Igbo tụrụ ilụ sị, na ẹmẹ ngwa ngwa, gịnị ka a ga ẹmẹghara?	Ndị Igbo tụrụ ilu si, na ẹ mẹ ngwa ngwa, ẹ mẹghara ọganihu	Ndị Igbo tụrụ ilu si, na ẹ mẹ ngwa ngwa, ẹ mẹghara ọdachi	1
Ị chọrọ ị zụta akwụkwọ n’ahịa, kẹdụ ngwa ọrụ ị ga e jinwu zụta ya?	Ọ bụrụ na m chọrọ ị zụta akwụkwọ n’ahịa, a ga m e jiri ńtụ́ zụta ya 	Ọ bụrụ na m chọrọ ị zụta akwụkwọ n’ahịa, a ga m e jiri ego zụta ya 	1
Ụmụ akwụkwọ kwesiri ịmụta akwụkwọ ka ha bụrụ gịnị mgbe ha tolitere?	Ụmụ akwụkwọ kwesiri ịmụta akwụkwọ ka ha wee bụrụ ezigbo mmadụ mgbe ha tolitere	Ụmụ akwụkwọ kwesiri ịmụta akwụkwọ ka ha wee bụrụ ajọ mmadụ mgbe ha tolitere	0
Otu uru nri anyị na eri bara nyẹ ndụ anyị na ahụike anyị bụ:	Otu uru nrị bara nye ńdụ na ahụike anyị bụ na ọ na-eme ka ahụ anyị sie ike mgbe ọbụla	Otu uru nrị bara nye ńdụ na ahụike anyị bụ na ọ na ẹmẹ ka ahụ anyị daa ọrịa mgbe ọbụla	1
Otu n’ime ihe ndịa bụ udi ezigbo ihe a na-akuzi ụmụ akwụkwọ n’ụlọ akwụkwọ	Otu ihe a na-akuzi ụmụ akwụkwọ n’ụlọ akwụkwọ  bụ ụzọ esi ezu ori	 Otu ihe a na-akuzi ụmụ akwụkwọ n’ụlọ akwụkwọ  bụ ụzọ esi amụta ḿgbàkọ	1
 A bịa na ihe nri, kẹdụ mgbe mmadu kwesiri iji rie nri ututu, maka ọdịmma ahụ ya?	Mgbe mmadụ kwesiri iri nri ụtụtụ ya, maka ọdịmma ahụ ya bụ n’ụtụtụ	Mgbe mmadụ kwesiri iri nri ụtụtụ ya, maka ọdịmma ahụ ya bụ na mgbẹdẹ	1
Ọ bụrụ na nwanyị hụrụ dị ya na anya chọrọ i siri di ya ofe onugbu dị ụtọ, kẹdụ ihe o kwesiri iji?	Nwanyi hụrụ dị ya n’anya nke ọma kwesiri iji ede, anụ, onugbu, na mmanụ wee sie ofe onugbu ya	Nwanyi hụrụ dị ya n’anya nke ọma kwesiri iji ji, àkàrà, ụgba, onugbu, na mmanụ wee sie ofe onugbu ya	1
A bịa na mmẹpụta garri, otu n'ime ihe ndịa bụ ịhẹ a naghị eji ẹmẹpụta ya	A bịa na mmẹpụ̀tà garri, a naghi eji akpụ ẹmẹ garri, n’ihi na ọ gaghị apụ̀tá ka garri	A bịa na mmẹpụ̀tà garri, a naghi eji ẹdẹ ẹmẹ garri, n’ihi na ọ gaghị apụ̀tá ka garri  	1
A bịa na nri onuno, otu n’ime nri ndịa ka a na-eji eri ofe ọha	A bịa na nri onuno, a na-ejikari ji, nke ạ sụrụ asụ, eri ofe ọha	A bịa na nri onuno, a na-ejikari àgwà eri ofe ọha	1
Nwànyị̀ chọ́rọ́ ịmụ nwa, gwam otu ẹbẹ o kwesiri ịjẹ ka ọ wee nwẹta ezi nchẹkwa na nlẹta	Nwanyị chọrọ ezi nchẹkwa na nlẹta kwesiri ịjẹ ụlọ ọgwụ maka nwa ya	Nwanyị chọrọ ezi nchẹkwa na nlẹta kwesiri ịjẹ ama egwuregwu maka nwa ya	0
N’ala Igbo, nwanyị mụọ nwa ọhụrụ, gịnị ka ndị agbata obi na-eji abịa ẹmẹ ẹkẹnẹ?	Ndị agbata obi na-eji aja bịa kene nwa ọhụrụ, ma ọ bụrụ na nwanyị mụọ nwa	Ndị agbata obi na eji ihe onyinye bịa kene nwa ọhụrụ, ma ọ bụrụ na nwanyị mụọ nwa	1
 Otu n’ime ngwa ọrụ ndị a ka mmadu ga ejinwu wee ebịpụta akwụkwọ	Prịnta bụ otu ngwa ọrụ mmadụ ga-ejinwu wee bịpụta akwụkwọ	Ẹkwẹntị bụ otu ngwa ọrụ mmadụ ga-ejinwu wee bịpụta akwụkwọ	0
N’ala Igbo, otu n’ime ịhẹ ndịa ka a na akpọ ego a na-ẹnyẹ n’ụlọ nwanyị a chọrọ  ịlụ	Ihẹ a na-akpọ ego a na ẹnyẹ n’ụlọ nwanyị a chọrọ ịlụ bụ ụgwọ ego isi nwanyị	Ihẹ a na-akpọ ego a na ẹnyẹ n’ụlọ nwanyị a chọrọ ịlụ bụ ụgwọ ego ahịa nwanyị	0
Kẹdụ aha a na-akpọ nwanyị batara n’ụlọ dị ya, site na alụm dị na nwunye?	aha a na-akpọ nwanyị batara n’ụlọ dị ya, site na alụm dị na nwunye bụ nwunye	aha a na-akpọ nwanyị batara n’ụlọ dị ya, site na alụm dị na nwunye bụ nwanne	0
N’ala Igbo, gịnị bụ aha a na-akpọ onye kwụrụ ụgwọ isi nwanyi, wee kpọbata ya n’ime ụlọ ya?	aha a na-akpọ onye kwụrụ ụgwọ isi nwanyị, wee kpọbata ya n’ime ụlọ ya bụ ụmụaka	aha a na-akpọ onye kwụrụ ụgwọ isi nwanyị, wee kpọbata ya n’ime ụlọ ya bụ di	1
N’ebe nwanyị lụrụ dị nọ, e nwere otu aha pụrụ iche a na-akpọ nwanyị. Gwam ihe bụ aha a	N’ẹbẹ nwanyị lụrụ dị nọ, aha pụrụ iche a na-akpọ nwanyị lụrụ dị bụ ọnye nkwasa akụ	N’ẹbẹ nwanyị lụrụ dị nọ, aha pụrụ iche a na-akpọ nwanyị lụrụ dị bụ Oriaku	1
A bịa n’ala Igbo, ọ bụrụ na ẹnwẹrẹ ẹsẹmokwu n’etiti dị na nwunye, nkẹ mẹrẹ ka nwanyị hapụ dị ya, gịnị bụ aha a na-akpọ nwanyị a? 	N’ala Igbo, aha a na-akpọ nwanyị hapụrụ dị ya bụ Oriaku ọhụrụ 	N’ala Igbo, aha a na-akpọ nwanyị hapụrụ dị ya bụ nwunye ochie	1
Anyị mara na alụm dị na nwunye bụ ihe ndị Igbo na-asọpụrụ nke ukwuu. Gwam otu mmẹmmẹ ahụ dị mkpa na alụm dị na nwunye	N’ala Igbo, otu mmẹmmẹ ahụ dị mkpa na alụm dị na nwunye bụ ịlụ nwanyị. Ọ bụkwa ihe ndị Igbo na-asọpụrụ nke ukwuu		0
A bịa na mmẹkọrịta nnẹ dị na nwunye nwa, ụdị mmẹkọrịta a bụ ihe ziri ezi n’etiti ha.	Nnẹ dị kwesiri ị na-ẹnye ezi ndụmọdụ, na-agwakwa nwunye nwa ya okwu ọma mgbe ọbụla	Nnẹ dị kwesiri ị na-ẹnye ajọ ndụmọdụ, na-agwakwa nwunye nwa ya okwu ọma mgbe ọbụla	0
N’ụlọ anyị, e nwere obere ụlọ a na akpọ ụlọ nri. Gwam udi ihe m kwesiri itinye n’ụlọ nri anyi.	na obere ụlọ a a na-akpọ ụlọ nri, a ga m etinyenwu akwa na ịchafụ isi n’ime ya	na obere ụlọ a a na-akpọ ụlọ nri, a ga m etinyenwu ẹdẹ na ji n’ime ya	1
Otu n’ime ndịa bụ ndị kachasị ẹnyẹ ndụmọdụ tụpụ alụmdị na nwunye a ga n’ihu	Otu ndi kachasị ẹnyẹ ndụmọdụ tupu alụm dị na nwunye bụ ndị nna ukwu	Otu ndi kachasị ẹnyẹ ndụmọdụ tupu alụm dị na nwunye bụ ndi ụmụ agbọghọ	0
N’oge emume iri ji ndị Igbo, kẹdụ udi ji a na-eji eme ka emume a ga nke ọma?	Ụdị jị a na-eji ẹmẹ ka emume ga nkẹ ọma bụ ji ochie. Nkẹ a na-egosi na oge ọhụrụ ebidola	Ụdị jị a na-eji ẹmẹ ka emume ga nkẹ ọma bụ ji ọhụrụ. Nkẹ a na-egosi na oge ọhụrụ ebidola	0
Onye isi omenala bụ onye na-ẹlẹkọta omenala na ọdịnala obodo. Anyị na -agbakọta ka onye mepe emume iri ji ọhụrụ?	Ndi mmadụ gbakọta maka mmẹmmẹ iri ji ọhụrụ, onye na emepe mmẹmmẹ a na-abụkarị onye isi omenala. 	Ndi mmadụ gbakọta maka mmẹmmẹ iri ji ọhụrụ, onye na emepe mmẹmmẹ a na-abụkarị Ụkọchukwu	0
A bịa na-ẹbẹ ndị na akpọ egwu, onye na-akụ igba bụ onye a na-asọpụrụ n’ọtụtụ emume omenala. N’usoro a, kẹdụ onye na ebukari ịgba?	N’omenala Igbo, ndị na-akụ igba na ebukari ịgba na onwe ha. Ọtụtụ mgbe, ụmụaka ma ọ bụ ndị inyom nwere ike ị nyẹrẹ ha aka buru ya	N’omenala Igbo, ndị na-akụ igba na ebukari ịgba na onwe ha. Ọtụtụ mgbe, ụmụaka ma ọ bụ ụmụ anụmanụ nwere ike ị nyẹrẹ ha aka buru ya	0
Mgbe mmadụ bịara ileta gị n’ụlọ, ònye kwesịrị inye ndị ọbịa ọjị dịka omenala si dị	Mgbe mmadụ bịara ịlẹta onye ọzọ n’ụlọ ya, onye kwesiri inyẹ ọjị na nlẹta ọbịa bụ nwoke nwe ụlọ 	Mgbe mmadụ bịara ịlẹta onye ọzọ n’ụlọ ya, onye kwesiri inyẹ ọjị na nlẹta ọbịa bụ ndị agbata obi	0
Mgbe mmadụ bịara agbamakwụkwọ, ma ọ bụ emume iri ji, ònye kwesiri ịkesa ọjị nye ndị niile bịara, iji gosi nsọpụrụ na nnabata dịka omenala si chọọ?	Ọ bụ nna nwe ụlọ na-ekesa ọjị n’ihi na ọ bụ ọrụ ya igosi nsọpụrụ nye ndị ọbịa.	Ọ bụ nwata nwe ụlọ na-ekesa ọjị n’ihi na ọ bụ ọrụ ya igosi nsọpụrụ nye ndị ọbịa.	0
N’oge alumdi na nwuye, ọ bụ otu onye n’ime ndịa na ebu mmanya wee bunye ibe ya	N’ibu mmanya, n’oge alum dị na nwunye, onye na eburu mmanya ebunye ibe ya bụ nkẹ nwunye	N’ibu mmanya, n’oge alum dị na nwunye, onye na eburu mmanya ebunye ibe ya bụ nkẹ dị	0
A bịa n’oge emume iri ji ọhụrụ ndi Igbo, onye na-ẹnyẹ ẹkẹle tụpụ emume ebido?	N’emume iri ji ọhụrụ ndị Igbo, onye na-abịa inye ekele tupu emume e bido bụ onye isi obodo 	N’emume iri ji ọhụrụ ndị Igbo, onye na-abịa inye ekele tupu emume e bido bụ nwata akwụkwọ	0
Ihe kachasị mkpa dị na nwunye kwesiri ịnwẹ, ka alumdị na nwunye ha ga n’ihụ bụ gịnị?	ihe kachasị mkpa dị na nwunye kwesiri ịnwẹ n’etiti onwe ha bụ udo na ịhụnanya	ihe kachasị mkpa dị na nwunye kwesiri ịnwẹ n’etiti onwe ha bụ anya ukwu na anya ufu	0
Olee ebe mmadu ga etinyenwu ego, ka o wee weru nwayọ na-eto?	ebe mmadụ ga-etinyenwu ego, ka o were nwayọ na eto bụ n’ụlọ akụ	ebe mmadụ ga-etinyenwu ego, ka o were nwayọ na eto bụ n’ụlọ oriri	0
Olee otu ebe mmadụ ga-ejinwu chẹkwa ego maka echi, ka ọ ghara ịgwụsị?	 Otu ebe mmadụ ga-ejinwu chẹkwa ego maka echi bụ n’ụlọ akụ 	Otu ebe mmadụ ga-ejinwu chẹkwa ego maka echi bụ n’ụlọ ahịa	0
Gwam ego olee a na akwụ ndị ọrụ ma ọ bụrụ na ọnwa bịa na njẹdẹbẹ?	ego a na-akwụ ndị ọrụ ma ọ bụrụ na ọnwa bịa na nchịkọta bụ ego	ego a na-akwụ ndị ọrụ ma ọ bụrụ na ọnwa bịa na nchịkọta bụ akpa aja	0
A bịa n’ịzụ ahịa, gịnị ka a na-akpọ onye na ẹrẹ ahịa wee na ẹ nwẹta ụrụ? 	Aha a na-akpọ onye na ẹrẹ ahịa wee na ẹnwẹta uru bụ onye ahịa	Aha a na-akpọ onye na ẹrẹ ahịa wee na-ẹnwẹta uru bụ onye agha	0
Otu n’ime ihe ndị a ka a na-eji akwụ ụgwọ akwụkwọ, nkẹ ga-ẹmẹ ka a ghara ịchụ nwata akwụkwọ maka ụgwọ akwụkwọ?	otu ihe a na-eji akwụ ụgwọ akwụkwọ ka a ghara ịchụ nwata akwụkwọ maka ụgwọ akwụkwọ bụ akwụkwọ nrị	otu ihe a na-eji akwụ ụgwọ akwụkwọ ka a ghara ịchụ nwata akwụkwọ maka ụgwọ akwụkwọ bụ ego	1
A bịa n’ụlọ ọgwụ, gwam ihe ndị ọrịa na-eghote ka ahụ dị ha mma, nkẹ dọkịta na-agwa ha ghote	Ihe ndị ọrịa na-egote ka ahụ dị ha mma, nkẹ dọkịta na-agwa ha ghote bụ akpụkpọ ụkwụ	Ihe ndị ọrịa na-egote ka ahụ dị ha mma, nkẹ dọkịta na-agwa ha ghote bụ ọgwụ Bekee	1
Olee ihe bụ otu ihe ahụ e ji amara uru ngwaahịa n’ụwa ugbua?	Otu ihe ahụ eji amara uru ngwaahịa n’ụwa kịta bụ ego. Nke a bụ n’ihi na ego na-ẹmẹ ka ire makwa ịzụ ahịa dị mfe	Otu ihe ahụ eji amara uru azụmahịa n’ụwa kịta bụ ákwà. Nke a bụ n’ihi na ego na-ẹmẹ ka ire makwa ịzụ ahịa dị mfe.	0
N’oge mmẹmmẹ, ma ọ bụ emume ndị Igbo, a na-eji ngwa ọrụ ndị wee na-akpọ egwu	N’oge mmẹmmẹ, ma ọ bụ emume ndị Igbo, a na-eji ogene na igba wee na akpọ egwu	 N’oge mmẹmmẹ, ma ọ bụ emume ndị Igbo, a na-eji Kọmpụta na prịnta wee na akpọ egwu	0
Ọ bụrụ na nwoke chọ̀rọ̀ ịlụ nwanyị n’ala Igbo, kẹ̀dụ́ otu n’ime ihe o kwesiri ịme?	Nwoke chọ́rọ́ ịlụ nwanyị n’ala Igbo ga-enye nna nwanyi ego ụgwọ isi na mmanya	Nwoke chọ́rọ́ ịlụ nwanyị n’ala Igbo ga-enye nna nwanyi ego ụgwọ isi na okwute	0
Otu n’ime ihe a ga-eme ma ọ bụrụ na mmadu sunye akwụkwọ n’ọkụ	Otu ihe ga-eme ma ọ bụrụ na mmadu sunye akwụkwọ n’ọkụ bụ na n’obere oge, akwụkwọ ahụ ga-aghọrọ ntụ	Otu ihe ga-eme ma ọ bụrụ na mmadu sunye akwụkwọ n’ọkụ bụ na n’obere oge, akwụkwọ ahụ ga-aghọrọ aja	0
Ọ bụrụ na i kulie ụra n’ụ̀tụ́tụ̀, kẹdụ udi ekele i kwesiri i kele mmadụ ibe gị? 	ọ bụrụ na m kulie ụra ụ̀tụ́tụ̀, udi ekele e kwesiri m i kele mmadụ ibe gị bụ na i ga-asị, “I bọọla chi?”	Ọ bụrụ na m kulie ụra ụ̀tụ́tụ̀, udi ekele ekwesirim i kele mmadụ ibe gị bụ na i ga-asị, “I bọọla ọkụ?”	0
Kẹdụ aha a na-akpọkarị ehi buru ezigbo ibu n’olu Igbo?	aha a na-akpọkarị ehi buru ezigbo ibu n’olu Igbo bụ ehi ukwúù	aha a na-akpọkarị ehi buru ezigbo ibu n’olu Igbo bụ ehi nta	0
